misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
2200,8451840,444,25.731507162000003,1.4189385175704956,0.0008137060820445185,4.060376729571726
2220,8528640,444,26.120280100000002,1.4189385175704956,0.0031507121842878406,4.58386295796372
2240,8605440,445,26.763783395999997,1.4189385175704956,0.002073907271005737,2.9986102091614155
2260,8682240,445,26.574941044,1.4189385175704956,0.0013182660506572575,6.235674679232761
2280,8759040,446,27.76516336,1.4189385175704956,-0.0011750534356906428,0.7505788909737021
2300,8835840,446,27.427955303999997,1.4189385175704956,7.79856083681807e-05,2.908740885555744
2320,8912640,447,26.784751164000003,1.4189385175704956,0.004509218584280461,2.225637352350168
2340,8989440,447,26.436372587999998,1.4189385175704956,-0.0008899804459360893,3.895954218378756
2360,9066240,448,26.722702395999995,1.4189385175704956,0.001687739641056396,3.8572331552859396
2380,9143040,448,26.911835216,1.4189385175704956,0.0007094971340848133,1.6638496170402504
2400,9219840,449,27.438779168,1.4189385175704956,0.002035856182919815,1.2539874822250567
2420,9296640,449,27.137491473999997,1.4189385175704956,0.0018966514617204666,3.1260578454937784
2440,9373440,450,27.019552988,1.4189385175704956,0.0020819166809815217,4.1220097264682405
2460,9450240,450,26.984634196,1.4189385175704956,0.002768942962575238,4.466626270627603
2480,9527040,451,26.2337886,1.4189385175704956,0.0023441432793333663,3.6826882869936526
2500,9603840,451,26.880665442,1.4189385175704956,0.0009835066477535293,5.761849683360197
2520,9680640,452,25.942427164,1.4189385175704956,1.9077425076829967e-05,5.9223092254716905
2540,9757440,452,26.602160912,1.4189385175704956,-6.42967150270124e-05,2.637600682629272
2560,9834240,453,26.043998972,1.4189385175704956,0.0037565800636002677,3.2610942976083606
2580,9911040,453,26.249947526,1.4189385175704956,-0.0009510020878224168,6.067725034500472
2600,9987840,454,27.783337590000002,1.4189385175704956,-0.0005994177623506403,1.6625994694652035
2620,10064640,454,26.819701781999996,1.4189385175704956,0.0007120399837731384,1.007171156955883
2640,10141440,454,26.575522446000004,1.4189385175704956,0.0022892141081683804,8.111850363807752
2660,10218240,455,27.114278138000003,1.4189385175704956,0.002379827523691347,2.1032854404998944
2680,10295040,455,27.593153352,1.4189385175704956,-6.308860174613074e-05,4.677491111611016
2700,10371840,455,27.000509292000004,1.4189385175704956,0.0024645019198942463,6.442089088843204
2720,10448640,456,26.774108558,1.4189385175704956,0.0035574585555423256,4.0135430919006465
2740,10525440,456,27.053515662,1.4189385175704956,0.0008904511079890654,0.9788599865976721
2760,10602240,457,26.793469495999997,1.4189385175704956,0.0010797492373967542,3.5511554652592165
2780,10679040,457,26.73109608,1.4189385175704956,0.0025832938009500593,2.3928460656199606
2800,10755840,458,26.54380702,1.4189385175704956,0.00044488351850304755,1.0826037842198275
2820,10832640,458,27.500524696,1.4189385175704956,0.0002446629798214417,2.853571148606716
2840,10909440,458,26.76233309,1.4189385175704956,-0.001619315002608346,4.626230755564757
2860,10986240,458,25.714369350000002,1.4189385175704956,0.001707345183694997,2.4453333024401216
2880,11063040,459,27.024754723999997,1.4189385175704956,0.0012097819035261637,1.520632178313099
2900,11139840,459,26.871684504,1.4189385175704956,-0.0005596901406534016,2.6425774746225215
2920,11216640,459,27.580732162,1.4189385175704956,0.0027316964449710214,1.7806950515252538
2940,11293440,460,27.346168502,1.4189385175704956,0.004100174843915738,4.404395062918775
2960,11370240,460,26.992167381999998,1.4189385175704956,0.0019222895229177085,3.2283445235691035
2980,11447040,460,27.419799985999997,1.4189385175704956,0.0019989679087302646,1.1465408876189032
3000,11523840,461,27.930080956,1.4189385175704956,0.0022211447763766045,3.2485980776604264
3020,11600640,461,26.64538641,1.4189385175704956,0.0013918803993874461,3.8375183017808014
3040,11677440,461,27.565953772,1.4189385175704956,-0.0012500592343712923,0.48971644156845284
3060,11754240,462,26.8482821,1.4189385175704956,-0.0011347006628056988,0.20136915255570784
3080,11831040,462,27.511033536,1.4189385175704956,-0.0001777212935735406,0.6571539047057741
3100,11907840,462,27.602350344,1.4189385175704956,-0.0007464633038580359,1.9792556485976092
3120,11984640,463,27.811422134,1.4189385175704956,-0.0014880515169352292,0.19262792359804734
3140,12061440,463,26.359288856,1.4189385175704956,-0.00013384412595769392,2.279816508165095
3160,12138240,463,28.02214601,1.4189385175704956,-0.0004351819097337284,0.2475838606711477
3180,12215040,463,28.116600064,1.4189385175704956,0.00022598850684971695,0.42232388933189213
3200,12291840,464,27.902754008,1.4189385175704956,-0.0010353238641982899,2.735257008904591
3220,12368640,464,27.406855156000002,1.4189385175704956,0.0022311202794298877,2.018660600017756
3240,12445440,464,25.65031439,1.4189385175704956,0.002696088499214966,5.010685368115082
3260,12522240,465,26.126578358,1.4189385175704956,0.0018577779775796443,2.435442466544919
3280,12599040,465,26.095115120000003,1.4189385175704956,0.000250195428088773,0.2821612703555729
3300,12675840,465,26.84929977,1.4189385175704956,0.0021698420172469924,2.698541610012762
3320,12752640,466,27.503264094,1.4189385175704956,0.0017094398812332657,3.4714521759888157
3340,12829440,466,26.48510223,1.4189385175704956,0.003147531177455676,2.2617368239210918
3360,12906240,466,27.929872296000003,1.4189385175704956,-0.001042584104288835,2.0908397797960787
3380,12983040,466,27.77540271,1.4189385175704956,0.0013159402835299261,1.0996998672373592
3400,13059840,467,27.051847276,1.4189385175704956,-0.00014811104047112166,0.6084097714163363
3420,13136640,467,27.7983989,1.4189385175704956,0.0011542281900801753,0.7336195495445281
3440,13213440,467,27.520795006,1.4189385175704956,-0.00044165769268147417,1.112735799048096
3460,13290240,468,26.940661456,1.4189385175704956,0.00012307628403505078,0.714017336955294
3480,13367040,468,27.092116376,1.4189385175704956,0.003592568801832385,4.143822636362165
3500,13443840,468,26.385109368,1.4189385175704956,0.0002477456222550245,3.2993405432906
3520,13520640,468,27.179236176,1.4189385175704956,-0.001913711917177352,0.9073738829814829
3540,13597440,469,26.927159502000002,1.4189385175704956,-0.0004439708951395005,3.3529282084549776
3560,13674240,469,27.173802593999998,1.4189385175704956,-0.0013345484308956656,4.3353020291193385
3580,13751040,469,27.454157344000002,1.4189385175704956,-0.0007450341119692894,4.353370382252615
3600,13827840,469,26.872785072,1.4189385175704956,0.0016731354235162144,3.4706746350741016
3620,13904640,470,27.646417841999998,1.4189385175704956,-0.0030025422805920244,0.19483001623302698
3640,13981440,470,27.392279296,1.4189385175704956,0.0008938269398640841,2.1413328475668094
3660,14058240,470,27.363304256,1.4189385175704956,0.00017295236229983857,2.6918128297431396
3680,14135040,470,28.224653066,1.4189385175704956,-0.0005976372667646501,1.2154063290683552
3700,14211840,470,27.408776982,1.4189385175704956,-0.000791421189205721,2.791266860940959
3720,14288640,470,26.833329984,1.4189385175704956,0.0011761967969505349,3.0659059906960464
3740,14365440,470,27.297749446,1.4189385175704956,-0.0015820982516743243,1.0439934774069115
3760,14442240,470,26.967458798,1.4189385175704956,-0.0019103140530205565,0.1847824775148183
3780,14519040,470,27.587390832,1.4189385175704956,-0.0019807710457826035,1.8671531194122508
3800,14595840,471,27.437153163999998,1.4189385175704956,0.0007327130613703047,1.6832491719862446
3820,14672640,471,27.848615662000004,1.4189385175704956,0.0022906400787178426,3.5531175906653516
3840,14749440,471,27.262769454,1.4189385175704956,-0.00013308304187376052,4.234722475998569
3860,14826240,471,27.12986547,1.4189385175704956,0.0008768058090936392,1.2133708670036867
3880,14903040,472,26.87764213,1.4189385175704956,-0.0006483051489340142,3.826737877796404
3900,14979840,472,26.989731926,1.4189385175704956,0.000699888329654641,1.5375017150188797
3920,15056640,472,27.182723446,1.4189385175704956,-0.00029752807022305207,1.9202940130140633
3940,15133440,472,27.336554158,1.4189385175704956,-0.0009461627567361574,2.0306667688651943
3960,15210240,472,26.886562226,1.4189385175704956,-0.0010910678553045726,1.5671379078412428
3980,15287040,473,26.194640272,1.4189385175704956,-0.00029991189367137847,6.900496551115066
4000,15363840,473,26.984822653999995,1.4189385175704956,0.00032800217377371155,5.374482535361312
4020,15440640,473,26.038517742000003,1.4189385175704956,0.0028468723307014444,4.272368567460217
4040,15517440,473,27.009353179999998,1.4189385175704956,-0.001332111562078353,1.7385686855064706
4060,15594240,474,27.560316356,1.4189385175704956,0.0023448193327567425,3.0412150538992138
4080,15671040,474,27.060072078,1.4189385175704956,-0.0011115972309198696,2.417173031915445
4100,15747840,474,26.410925033999998,1.4189385175704956,0.003611563378944993,4.160370030417107
4120,15824640,474,27.222637916,1.4189385175704956,0.002711115942111064,4.7105766932829285
4140,15901440,474,27.087450178000005,1.4189385175704956,-3.1627030693925915e-06,3.6217974493280054
4160,15978240,474,26.410260586,1.4189385175704956,-0.0008285409217933193,5.035728273098357
4180,16055040,475,27.642353746,1.4189385175704956,-0.0008253746414993657,0.16585910494904965
4200,16131840,475,26.935416454,1.4189385175704956,0.0009871265050605872,4.541612667776644
4220,16208640,475,26.394285110000002,1.4189385175704956,-0.00015688112616771833,3.340152439766098
4240,16285440,475,27.05178474,1.4189385175704956,-0.0016046639771957415,0.7392273934790865
4260,16362240,475,27.37367423,1.4189385175704956,0.001129975196090527,3.1136782188666983
4280,16439040,476,26.463392364,1.4189385175704956,0.0012432526786142263,1.2390498136403039
4300,16515840,476,26.586017328,1.4189385175704956,-0.0006562285991094541,2.588124191923998
4320,16592640,476,27.709558942,1.4189385175704956,-0.0010406188674096483,1.2367804888519458
4340,16669440,476,27.006414850000002,1.4189385175704956,0.00186253446736373,3.589269398129545
4360,16746240,476,26.789964664,1.4189385175704956,0.0007123039715224877,0.5833699914976023
4380,16823040,476,27.13195964,1.4189385175704956,0.0002708928650463349,1.5152724955580197
4400,16899840,477,26.981891124,1.4189385175704956,-0.0013998741342220455,3.1719599317526446
4420,16976640,477,26.998632338,1.4189385175704956,-0.0015945519704473553,1.3722908298484982
4440,17053440,477,26.75873223,1.4189385175704956,-0.00026372443535365163,3.3567888051853516
4460,17130240,477,27.295764071999997,1.4189385175704956,-0.0009764489509507257,1.7481074731913395
4480,17207040,477,27.268089968,1.4189385175704956,-0.0009968624530301896,4.427214521553833
4500,17283840,477,27.795010646,1.4189385175704956,-0.00209819998126477,3.8309952489449643
4520,17360640,478,27.865792108,1.4189385175704956,0.000402572476741625,0.2488591871398967
4540,17437440,478,27.718998594,1.4189385175704956,-0.0012879360572696896,1.3553260333486832
4560,17514240,478,27.676150076,1.4189385175704956,-0.0022064198779844445,2.325641331379302
4580,17591040,478,26.649811402,1.4189385175704956,0.0002607767788504134,2.528368564869743
4600,17667840,478,27.388838512000003,1.4189385175704956,-0.0010767143798148028,1.1105452329618857
4620,17744640,478,26.68975763,1.4189385175704956,0.0021174206704017706,2.975922620331403
4640,17821440,479,27.404418076000002,1.4189385175704956,-0.00019020081253984245,0.5333264580927789
4660,17898240,479,27.791459974,1.4189385175704956,-0.002319104296839214,1.156186380283907
4680,17975040,479,27.230124556000003,1.4189385175704956,-0.0012895067382487468,1.509137506398838
4700,18051840,480,27.131217936000002,1.4189385175704956,-0.0029928749208920635,0.49553819755092265
4720,18128640,480,27.625837808,1.4189385175704956,5.6688725817366506e-05,1.160689037188422
4740,18205440,480,27.449775518,1.4189385175704956,0.0004413341172039509,1.8077115267748014
4760,18282240,480,26.758840346,1.4189385175704956,-0.0015725989564089105,0.3619781330227852
4780,18359040,481,27.059678260000002,1.4189385175704956,-0.0020372950479213615,3.8608043647138404
4800,18435840,481,27.380490618,1.4189385175704956,-0.0009764216410985682,6.557012938451953
4820,18512640,481,27.658605002,1.4189385175704956,-0.0011211126711714314,0.1513683528348338
4840,18589440,482,27.871806325999998,1.4189385175704956,0.0006440759767428972,4.0069038668065335
4860,18666240,482,27.798822843999996,1.4189385175704956,-0.0030130768907838503,0.19203226403333246
4880,18743040,482,27.0017097,1.4189385175704956,-0.0034317345791350816,0.20826059192186222
4900,18819840,483,27.11539807,1.4189385175704956,-0.003390863108506892,3.163264180533588
4920,18896640,483,27.838506430000002,1.4189385175704956,-0.0007592473513795995,0.7248860740335659
4940,18973440,483,27.011929251999998,1.4189385175704956,0.0023840967228665024,5.1822092742426324
4960,19050240,484,27.504549742,1.4189385175704956,-0.0037437726350617595,0.23033819465199484
4980,19127040,484,27.604710328,1.4189385175704956,-0.002600258749589557,1.5626752906478942
5000,19203840,485,27.966629786,1.4189385175704956,0.001434754659931059,1.4457957698614337
5020,19280640,485,28.27093029,1.4189385175704956,-0.0013081342163786757,0.35085039178375155
5040,19357440,485,28.194499997999998,1.4189385175704956,-0.00235455542751879,1.2835377255454659
5060,19434240,486,27.537238698,1.4189385175704956,1.1453728802734986e-05,1.708996177627705
5080,19511040,486,27.840882230000002,1.4189385175704956,-0.0026121657923795284,1.1707626620540394
5100,19587840,486,27.87490137,1.4189385175704956,-0.0011728945530194324,0.2991354511119425
5120,19664640,487,27.16835754,1.4189385175704956,-0.0013450329002807847,2.4973283216007984
5140,19741440,487,27.774714268,1.4189385175704956,-0.0018886054356698878,1.0474974112235942
5160,19818240,488,27.707881716,1.4189385175704956,-0.002692745652166195,3.369000030960888
5180,19895040,488,27.407516883999996,1.4189385175704956,0.0011476407387817744,3.77346475070226
5200,19971840,488,27.624500764,1.4189385175704956,-0.002084206577274017,3.298310848744586
